chr1	929999	939999	chr1	989999	999999
chr1	989999	999999	chr1	929999	939999
chr1	1049999	1059999	chr1	1159999	1169999
chr1	1049999	1059999	chr1	1179999	1189999
chr1	1049999	1059999	chr1	1229999	1239999
chr1	1159999	1169999	chr1	1049999	1059999
chr1	1179999	1189999	chr1	1049999	1059999
chr1	1229999	1239999	chr1	1049999	1059999
chr1	1579999	1584999	chr1	1644999	1649999
chr1	1579999	1589999	chr1	1639999	1649999
chr1	1584999	1589999	chr1	1644999	1649999
chr1	1639999	1649999	chr1	1579999	1589999
chr1	1644999	1649999	chr1	1579999	1584999
chr1	1644999	1649999	chr1	1584999	1589999
chr1	1709999	1714999	chr1	1834999	1839999
chr1	1709999	1719999	chr1	1829999	1839999
chr1	1829999	1839999	chr1	1709999	1719999
chr1	1834999	1839999	chr1	1709999	1714999
chr1	1849999	1874999	chr1	1949999	1974999
chr1	1874999	1899999	chr1	1974999	1999999
chr1	1879999	1889999	chr1	1969999	1979999
chr1	1889999	1894999	chr1	1964999	1969999
chr1	1889999	1894999	chr1	1974999	1979999
chr1	1889999	1894999	chr1	2104999	2109999
chr1	1889999	1899999	chr1	2079999	2089999
chr1	1949999	1974999	chr1	1849999	1874999
chr1	1964999	1969999	chr1	1889999	1894999
chr1	1969999	1979999	chr1	1879999	1889999
chr1	1974999	1979999	chr1	1889999	1894999
chr1	1974999	1999999	chr1	1874999	1899999
chr1	2079999	2089999	chr1	1889999	1899999
chr1	2099999	2124999	chr1	3324999	3349999
chr1	2104999	2109999	chr1	1889999	1894999
chr1	2119999	2129999	chr1	2299999	2309999
chr1	2119999	2129999	chr1	2309999	2319999
chr1	2119999	2129999	chr1	2319999	2329999
chr1	2129999	2134999	chr1	2314999	2319999
chr1	2129999	2134999	chr1	2514999	2519999
chr1	2129999	2139999	chr1	2309999	2319999
chr1	2164999	2169999	chr1	2229999	2234999
chr1	2229999	2234999	chr1	2164999	2169999
chr1	2299999	2309999	chr1	2119999	2129999
chr1	2309999	2319999	chr1	2119999	2129999
chr1	2309999	2319999	chr1	2129999	2139999
chr1	2314999	2319999	chr1	2129999	2134999
chr1	2319999	2329999	chr1	2119999	2129999
chr1	2339999	2349999	chr1	2449999	2459999
chr1	2339999	2349999	chr1	2469999	2479999
chr1	2339999	2349999	chr1	3339999	3349999
chr1	2344999	2349999	chr1	2469999	2474999
chr1	2344999	2349999	chr1	2479999	2484999
chr1	2344999	2349999	chr1	3339999	3344999
chr1	2349999	2359999	chr1	3339999	3349999
chr1	2349999	2374999	chr1	3324999	3349999
chr1	2449999	2459999	chr1	2339999	2349999
chr1	2469999	2474999	chr1	2344999	2349999
chr1	2469999	2479999	chr1	2339999	2349999
chr1	2479999	2484999	chr1	2344999	2349999
chr1	2479999	2484999	chr1	2514999	2519999
chr1	2514999	2519999	chr1	2129999	2134999
chr1	2514999	2519999	chr1	2479999	2484999
chr1	2919999	2929999	chr1	3339999	3349999
chr1	3324999	3349999	chr1	2099999	2124999
chr1	3324999	3349999	chr1	2349999	2374999
chr1	3339999	3344999	chr1	2344999	2349999
chr1	3339999	3349999	chr1	2339999	2349999
chr1	3339999	3349999	chr1	2349999	2359999
chr1	3339999	3349999	chr1	2919999	2929999
chr1	3349999	3374999	chr1	3524999	3549999
chr1	3359999	3369999	chr1	3529999	3539999
chr1	3364999	3369999	chr1	3399999	3404999
chr1	3399999	3404999	chr1	3364999	3369999
chr1	3399999	3424999	chr1	3524999	3549999
chr1	3404999	3409999	chr1	3534999	3539999
chr1	3414999	3419999	chr1	3534999	3539999
chr1	3474999	3479999	chr1	3534999	3539999
chr1	3524999	3549999	chr1	3349999	3374999
chr1	3524999	3549999	chr1	3399999	3424999
chr1	3529999	3539999	chr1	3359999	3369999
chr1	3534999	3539999	chr1	3404999	3409999
chr1	3534999	3539999	chr1	3414999	3419999
chr1	3534999	3539999	chr1	3474999	3479999
chr1	5549999	5574999	chr1	5799999	5824999
chr1	5559999	5569999	chr1	5799999	5809999
chr1	5564999	5569999	chr1	5804999	5809999
chr1	5564999	5569999	chr1	5974999	5979999
chr1	5564999	5569999	chr1	6034999	6039999
chr1	5569999	5574999	chr1	5974999	5979999
chr1	5694999	5699999	chr1	5804999	5809999
chr1	5799999	5809999	chr1	5559999	5569999
chr1	5799999	5824999	chr1	5549999	5574999
chr1	5804999	5809999	chr1	5564999	5569999
chr1	5804999	5809999	chr1	5694999	5699999
chr1	5974999	5979999	chr1	5564999	5569999
chr1	5974999	5979999	chr1	5569999	5574999
chr1	6034999	6039999	chr1	5564999	5569999
chr1	6109999	6119999	chr1	6299999	6309999
chr1	6109999	6119999	chr1	6399999	6409999
chr1	6299999	6309999	chr1	6109999	6119999
chr1	6299999	6309999	chr1	6459999	6469999
chr1	6299999	6324999	chr1	6474999	6499999
chr1	6304999	6309999	chr1	6399999	6404999
chr1	6304999	6309999	chr1	6459999	6464999
chr1	6304999	6309999	chr1	6464999	6469999
chr1	6309999	6319999	chr1	6399999	6409999
chr1	6399999	6404999	chr1	6304999	6309999
chr1	6399999	6409999	chr1	6109999	6119999
chr1	6399999	6409999	chr1	6309999	6319999
chr1	6404999	6409999	chr1	6459999	6464999
chr1	6419999	6424999	chr1	6459999	6464999
chr1	6424999	6429999	chr1	6459999	6464999
chr1	6449999	6454999	chr1	6614999	6619999
chr1	6459999	6464999	chr1	6304999	6309999
chr1	6459999	6464999	chr1	6404999	6409999
chr1	6459999	6464999	chr1	6419999	6424999
chr1	6459999	6464999	chr1	6424999	6429999
chr1	6459999	6469999	chr1	6299999	6309999
chr1	6464999	6469999	chr1	6304999	6309999
chr1	6474999	6499999	chr1	6299999	6324999
chr1	6524999	6549999	chr1	7274999	7299999
chr1	6539999	6549999	chr1	6699999	6709999
chr1	6614999	6619999	chr1	6449999	6454999
chr1	6699999	6709999	chr1	6539999	6549999
chr1	6749999	6774999	chr1	7249999	7274999
chr1	6774999	6799999	chr1	6924999	6949999
chr1	6774999	6799999	chr1	7124999	7149999
chr1	6779999	6784999	chr1	7129999	7134999
chr1	6779999	6784999	chr1	7279999	7284999
chr1	6779999	6784999	chr1	7704999	7709999
chr1	6779999	6789999	chr1	6829999	6839999
chr1	6779999	6789999	chr1	6949999	6959999
chr1	6779999	6789999	chr1	7269999	7279999
